		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
110110000   35   25   22   18   30   25   24   20  8.926322 0.348549 SUCCESS 112
110110010   31   19   19   24   21   22   28   40 15.917490 0.043576 SUCCESS 113
110110100   19   27   25   25   28   33   31   20  7.902239 0.443078 SUCCESS 114
110111000   17   27   22   20   27   23   25   27  4.340788 0.825142 SUCCESS 115
110111010   26   16   23   23   17   23   27   28  6.500828 0.591316 SUCCESS 116
110111100   30   25   31   25   23   25   23   25  3.402762 0.906604 SUCCESS 117
111000000   30   30   29   27   27   21   34   30  9.853755 0.275441 SUCCESS 118
111000010   17   32   24   28   28   18   27   26  8.002860 0.433191 SUCCESS 119
111000100   20   24   30   27   32   27   29   28  6.623956 0.577694 SUCCESS 120
111000110   25   33   31   20   24   18   39   24 16.596682 0.034594 SUCCESS 121
111001000   22   18   28   21   24   25   18   15  8.515894 0.384763 SUCCESS 122
111001010   19   21   25   25   16   34   33   19 13.018019 0.111231 SUCCESS 123
111001100   21   24   16   33   23   26   22   21  7.543446 0.479287 SUCCESS 124
111010000   28   24   26   22   24   25   20   28  2.299904 0.970410 SUCCESS 125
111010010   29   32   26   23   24   28   20   17  7.231653 0.511858 SUCCESS 126
111010100   28   26   20   18   29   26   21   26  4.816089 0.777040 SUCCESS 127
111010110   22   20   22   28   18   18   20   26  6.253909 0.618814 SUCCESS 128
111011000   25   16   24   18   32   31   27   35 14.087778 0.079506 SUCCESS 129
111011010   19   34   26   29   25   38   27   21 14.775575 0.063659 SUCCESS 130
111011100   21   17   13   22   27   27   19   32 12.812805 0.118455 SUCCESS 131
111100000   21   25   32   22   20   17   29   30  8.561571 0.380619 SUCCESS 132
111100010   27   25   24   27   19   22   36   26  7.885028 0.444781 SUCCESS 133
111100100   24   21   29   19   17   19   23   31  8.110763 0.422726 SUCCESS 134
111100110   26   26   19   30   17   29   18   21  8.221313 0.412156 SUCCESS 135
111101000   26   21   22   21   23   33   22   34  8.697939 0.368415 SUCCESS 136
111101010   25   24   20   24   26   25   26   22  1.324808 0.995249 SUCCESS 137
111101100   28   26   28   22   30   28   24   36  9.039520 0.338973 SUCCESS 138
111101110   25   17   18   24   18   26   16   38 16.744965 0.032877 SUCCESS 139
111110000   20   22   20   22   25   21   22   25  2.890390 0.941047 SUCCESS 140
111110010   25   16   35   29   19   27   31   24 12.036965 0.149562 SUCCESS 141
111110100   21   27   14   26   18   34   21   29 12.492407 0.130549 SUCCESS 142
111110110   28   32   23   18   21   30   20   32  9.901418 0.272013 SUCCESS 143
111111000   24   40   21   22   24   21   28   24 12.104487 0.146602 SUCCESS 144
111111010   27   23   20   21   23   34   22   30  7.240259 0.510946 SUCCESS 145
111111100   28   40   27   22   20   25   21   15 16.458990 0.036262 SUCCESS 146
111111110   26   42   24   28   27   24   21   20 15.393202 0.051936 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   27   21   15   24   19   27   24   27  6.339967 0.609208 SUCCESS   0
000000011   25   21   26   30   24   32   23   31  6.326727 0.610684 SUCCESS   1
000000101   23   26   11   25   23   21   30   21 10.203281 0.251047 SUCCESS   2
000000111   24   24   32   33   28   21   23   32  9.165958 0.328490 SUCCESS   3
000001001   22   24   19   29   13   25   29   22  9.042830 0.338696 SUCCESS   4
000001011   23   30   21   21   21   25   29   21  4.281872 0.830839 SUCCESS   5
000001101   30   23   35   26   24   28   16   23  9.910024 0.271398 SUCCESS   6
000001111   23   23   26   36   25   19   21   31  9.562484 0.297085 SUCCESS   7
000010001   24   28   24   23   25   28   29   33  5.242404 0.731381 SUCCESS   8
000010011   20   21   26   23   22   25   20   18  4.313647 0.827775 SUCCESS   9
000010101   26   13   13   33   21   25   25   31 16.618527 0.034336 SUCCESS  10
000010111   15   22   22   21   16   30   31   23 10.965882 0.203640 SUCCESS  11
000011001   28   21   24   22   20   24   16   23  5.186798 0.737437 SUCCESS  12
000011011   28   20   36   25   24   27   19   15 12.357363 0.135957 SUCCESS  13
000011101   22   29   23   21   24   27   27   23  2.376032 0.967261 SUCCESS  14
000011111   26   36   22   29   19   26   17   31 12.460632 0.131804 SUCCESS  15
000100011   21   20   24   23   30   29   22   27  4.155433 0.842834 SUCCESS  16
000100101   29   19   20   17   22   31   20   29  9.077253 0.335821 SUCCESS  17
000100111   19   23   29   18   29   25   19   27  6.382995 0.604413 SUCCESS  18
000101001   15   23   18   28   19   29   20   24  9.067323 0.336649 SUCCESS  19
000101011   22   14   23   26   28   21   22   28  6.848367 0.553078 SUCCESS  20
000101101   26   31   17   18   23   26   24   21  6.696112 0.569746 SUCCESS  21
000101111   23   24   17   22   19   28   28   28  5.535661 0.699086 SUCCESS  22
000110011   21   28   25   21   24   16   14   21  9.608823 0.293561 SUCCESS  23
000110101   30   26   23   19   29   24   22   33  7.037693 0.532571 SUCCESS  24
000110111   31   22   29   27   17   26   13   13 16.710542 0.033268 SUCCESS  25
000111001   29   27   25   25   29   24   21   20  3.427256 0.904761 SUCCESS  26
000111011   23   28   26   24   23   20   23   20  2.552780 0.959224 SUCCESS  27
000111101   23   21   24   26   22   22   28   26  1.833208 0.985705 SUCCESS  28
000111111   21   24   25   29   21   28   21   23  3.019476 0.933129 SUCCESS  29
001000011   19   30   28   15   18   35   25   22 13.611153 0.092481 SUCCESS  30
001000101   31   23   30   20   23   23   29   31  6.987383 0.537995 SUCCESS  31
001000111   27   23   22   29   31   26   27   33  6.886762 0.548898 SUCCESS  32
001001011   30   24   16   20   21   22   21   28  6.915889 0.545734 SUCCESS  33
001001101   33   14   29   32   28   19   24   27 13.138499 0.107172 SUCCESS  34
001001111   24   21   35   27   26   24   22   21  6.392925 0.603307 SUCCESS  35
001010011   16   28   16   23   29   24   23   21  8.084945 0.425217 SUCCESS  36
001010101   26   26   20   22   17   26   26   32  6.265163 0.617556 SUCCESS  37
001010111   27   20   21   19   28   19   29   22  5.755439 0.674605 SUCCESS  38
001011011   31   30   20   22   27   27   19   18  7.781759 0.455074 SUCCESS  39
001011101   21   18   24   19   21   17   31   18  9.854417 0.275393 SUCCESS  40
001011111   21   26   20   23   28   26   35   23  7.003270 0.536280 SUCCESS  41
001100101   25   27   30   28   21   36   20   20 10.011969 0.264187 SUCCESS  42
001100111   22   25   24   25   23   14   20   14 10.345606 0.241602 SUCCESS  43
001101011   26   22   25   24   34   24   24   28  4.843230 0.774193 SUCCESS  44
001101101   17   21   31   22   30   24   28   22  7.027764 0.533640 SUCCESS  45
001101111   30   20   29   32   17   23   22   14 12.720790 0.121824 SUCCESS  46
001110101   25   30   18   28   24   27   35   35 13.445658 0.097408 SUCCESS  47
001110111   21   34   29   22   23   23   22   14 10.526327 0.230009 SUCCESS  48
001111011   21   21   24   38   33   19   26   28 13.850789 0.085738 SUCCESS  49
001111101   34   26   28   22   25   19   28   27  6.894044 0.548107 SUCCESS  50
001111111   16   30   20   30   23   28   19   22  8.577458 0.379184 SUCCESS  51
010000011   29   26   29   31   24   28   30   27  5.921595 0.656014 SUCCESS  52
010000111   21   36   25   16   16   27   25   25 12.501013 0.130211 SUCCESS  53
010001011   31   32   24   21   28   22   27   22  6.114232 0.634438 SUCCESS  54
010001111   18   24   29   24   23   26   32   27  5.571408 0.695116 SUCCESS  55
010010011   21   14   28   28   30   19   26   21  9.331453 0.315111 SUCCESS  56
010010111   25   24   17   22   26   21   27   23  3.552370 0.895087 SUCCESS  57
010011011   22   23   30   29   31   24   23   21  4.978274 0.759896 SUCCESS  58
010011111   19   23   34   27   23   35   23   19 11.672214 0.166439 SUCCESS  59
010100011   13   34   21   19   15   31   24   22 16.973348 0.030388 SUCCESS  60
010100111   17   32   19   25   28   21   23   19  8.373569 0.397855 SUCCESS  61
010101011   30   24   26   23   20   23   27   34  6.622632 0.577840 SUCCESS  62
010101111   32   20   19   24   26   26   25   32  7.189949 0.516284 SUCCESS  63
010110011   27   22   18   21   24   24   33   21  6.391601 0.603455 SUCCESS  64
010110111   31   22   24   26   28   22   19   26  4.342112 0.825014 SUCCESS  65
010111011   24   21   23   24   18   26   27   16  5.703804 0.680371 SUCCESS  66
010111111   27   23   23   23   41   36   29   28 19.361109 0.013043 SUCCESS  67
011000111   18   25   21   16   24   22   26   18  7.321021 0.502426 SUCCESS  68
011001111   22   24   26   22   29   17   26   16  6.915889 0.545734 SUCCESS  69
011010111   23   22   27   23   32   28   28   27  4.530114 0.806413 SUCCESS  70
011011111   31   28   33   32   22   21   23   15 12.536760 0.128813 SUCCESS  71
011101111   20   28   28   26   21   21   23   15  6.831156 0.554955 SUCCESS  72
011111111   29   23   30   29   31   28   28   19  7.386557 0.495557 SUCCESS  73
100000000   27   21   15   24   19   27   24   27  6.339967 0.609208 SUCCESS  74
100010000   25   33   26   17   20   31   24   28  8.799884 0.359458 SUCCESS  75
100100000   35   22   18   31   16   32   26   30 15.460724 0.050782 SUCCESS  76
100101000   19   28   18   19   16   30   20   29 10.787809 0.214015 SUCCESS  77
100110000   26   31   25   21   23   19   23   23  3.942938 0.862235 SUCCESS  78
100111000   27   28   28   17   19   20   13   18 12.998160 0.111913 SUCCESS  79
101000000   21   20   24   20   24   23   23   26  2.416412 0.965515 SUCCESS  80
101000100   27   21   21   26   25   29   28   30  4.165363 0.841904 SUCCESS  81
101001000   34   21   27   29   21   28   18   33 11.486860 0.175609 SUCCESS  82
101001100   29   23   27   27   28   31   24   24  3.962797 0.860464 SUCCESS  83
101010000   32   24   31   22   20   26   31   23  7.402444 0.493898 SUCCESS  84
101010100   24   28   22   23   19   27   27   27  2.977771 0.935745 SUCCESS  85
101011000   24   21   21   19   25   21   32   33  8.307371 0.404036 SUCCESS  86
101011100   21   28   25   29   20   21   23   25  3.358410 0.909896 SUCCESS  87
101100000   26   21   24   30   24   29   37   31 11.412056 0.179426 SUCCESS  88
101100100   26   27   17   23   35   20   27   27  8.952139 0.346350 SUCCESS  89
101101000   24   26   26   31   23   20   27   19  4.494367 0.809996 SUCCESS  90
101101100   21   22   27   20   28   31   25   27  4.537396 0.805680 SUCCESS  91
101110000   22   26   28   21   21   33   22   23  5.341701 0.720508 SUCCESS  92
101110100   26   25   31   20   23   23   21   25  3.460355 0.902245 SUCCESS  93
101111000   35   24   18   24   18   21   26   23  8.924998 0.348663 SUCCESS  94
101111100   22   18   29   22   18   23   23   21  5.508520 0.702096 SUCCESS  95
110000000   27   24   20   28   26   26   23   30  3.292212 0.914705 SUCCESS  96
110000010   25   22   28   16   20   35   33   24 12.519548 0.129485 SUCCESS  97
110000100   21   33   28   28   29   23   23   23  5.868637 0.661944 SUCCESS  98
110001000   23   23   28   15   23   28   19   21  6.813944 0.556833 SUCCESS  99
110001010   18   26   13   26   26   28   22   25  8.373569 0.397855 SUCCESS 100
110010000   32   20   14   29   20   26   21   23 10.246309 0.248162 SUCCESS 101
110010010   19   21   20   21   27   22   23   25  3.661596 0.886293 SUCCESS 102
110010100   26   27   24   23   22   29   24   18  3.367015 0.909262 SUCCESS 103
110011000   22   22   24   22   26   13   24   25  6.373066 0.605519 SUCCESS 104
110011010   26   29   29   28   31   25   19   24  5.555521 0.696881 SUCCESS 105
110100000   21   23   24   28   28   21   28   24  2.723571 0.950490 SUCCESS 106
110100010   27   26   16   30   22   27   22   19  6.721929 0.566910 SUCCESS 107
110100100   25   21   27   27   28   23   26   24  1.825926 0.985891 SUCCESS 108
110101000   34   24   25   24   23   28   30   21  6.385643 0.604118 SUCCESS 109
110101010   28   26   28   24   22   24   28   29  2.911573 0.939784 SUCCESS 110
110101100   22   24   17   22   26   24   28   31  5.324490 0.722398 SUCCESS 111
110110000   27   23   22   27   24   28   33   22  4.834625 0.775097 SUCCESS 112
110110010   23   20   22   19   31   17   25   19  7.796322 0.453615 SUCCESS 113
110110100   19   26   32   26   25   25   25   17  6.265163 0.617556 SUCCESS 114
110111000   17   24   33   22   27   28   15   25 10.297944 0.244734 SUCCESS 115
110111010   24   21   32   29   24   25   17   17  8.501331 0.386090 SUCCESS 116
110111100   38   24   25   33   22   29   26   18 13.978552 0.082326 SUCCESS 117
111000000   21   26   21   31   20   28   15   24  8.051846 0.428422 SUCCESS 118
111000010   17   25   22   22   26   28   26   27  3.875416 0.868185 SUCCESS 119
111000100   30   16   35   22   21   20   14   30 16.542399 0.035243 SUCCESS 120
111000110   27   27   26   25   23   21   18   18  4.738638 0.785111 SUCCESS 121
111001000   29   21   23   32   22   25   21   23  4.748567 0.784080 SUCCESS 122
111001010   28   24   27   25   25   23   36   18  8.393428 0.396012 SUCCESS 123
111001100   17   25   27   27   27   23   25   32  5.740875 0.676232 SUCCESS 124
111010000   17   23   26   15   31   32   27   21 11.323351 0.184042 SUCCESS 125
111010010   23   21   25   17   26   27   28   26  3.960149 0.860701 SUCCESS 126
111010100   31   18   21   26   22   21   29   24  5.815679 0.667870 SUCCESS 127
111010110   25   26   18   15   20   30   34   27 11.942302 0.153797 SUCCESS 128
111011000   24   24   16   26   23   23   27   22  3.806570 0.874140 SUCCESS 129
111011010   23   21   24   33   21   15   33   26 11.188307 0.191256 SUCCESS 130
111011100   22   31   25   26   33   21   21   22  6.570998 0.583544 SUCCESS 131
111100000   23   25   17   26   21   23   15   27  7.127061 0.522988 SUCCESS 132
111100010   28   23   26   26   18   17   19   27  6.424700 0.599771 SUCCESS 133
111100100   20   20   32   28   20   30   26   21  7.383909 0.495834 SUCCESS 134
111100110   17   19   36   34   30   22   28   24 15.291258 0.053724 SUCCESS 135
111101000   20   22   21   19   25   29   20   18  6.253909 0.618814 SUCCESS 136
111101010   28   29   19   17   27   19   22   23  6.848367 0.553078 SUCCESS 137
111101100   21   20   16   27   34   20   25   23  9.407581 0.309087 SUCCESS 138
111101110   28   22   26   27   30   18   20   25  5.087501 0.748184 SUCCESS 139
111110000   21   29   24   26   26   34   15   26  9.367200 0.312272 SUCCESS 140
111110010   21   21   29   29   24   28   26   22  3.681456 0.884660 SUCCESS 141
111110100   24   30   32   26   22   24   24   24  4.156757 0.842710 SUCCESS 142
111110110   22   28   20   28   24   26   27   26  2.673261 0.953162 SUCCESS 143
111111000   25   27   23   34   34   32   23   20 11.547100 0.172584 SUCCESS 144
111111010   20   27   25   23   24   29   21   19  3.832387 0.871920 SUCCESS 145
111111100   26   23   32   35   31   23   21   21 10.309198 0.243991 SUCCESS 146
111111110   29   23   30   29   31   28   28   19  7.386557 0.495557 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   22   25   26   26   25   23   12   26  7.195907 0.515651 SUCCESS   0
000000011   23   28   30   26   24   19   20   25  4.146828 0.843639 SUCCESS   1
000000101   25   18   15   21   27   22   21   15 10.743456 0.216663 SUCCESS   2
000000111   32   33   32   24   20   15   20   28 13.968622 0.082587 SUCCESS   3
000001001   27   24   21   31   34   29   23   16 10.503158 0.231470 SUCCESS   4
000001011   23   19   17   23   29   27   28   24  5.459534 0.707519 SUCCESS   5
000001101   20   22   21   32   28   23   26   28  5.291391 0.726026 SUCCESS   6
000001111   21   16   35   24   20   20   21   23 10.457481 0.234373 SUCCESS   7
000010001   16   22   26   28   27   23   30   31  7.435543 0.490450 SUCCESS   8
000010011   30   31   22   23   35   30   19   22 11.071798 0.197664 SUCCESS   9
000010101   38   23   23   24   18   26   27   17 12.459308 0.131857 SUCCESS  10
000010111   25   22   19   22   18   28   31   23  5.950723 0.652752 SUCCESS  11
000011001   21   28   22   21   21   33   27   22  5.926229 0.655495 SUCCESS  12
000011011   24   20   19   19   27   22   26   23  4.017742 0.855519 SUCCESS  13
000011101   26   36   29   19   32   19   20   23 12.528154 0.129149 SUCCESS  14
000011111   23   21   34   22   21   22   20   28  6.823874 0.555749 SUCCESS  15
000100011   15   28   27   29   27   19   25   29  7.909521 0.442358 SUCCESS  16
000100101   27   17   29   37   25   23   28   26 10.987065 0.202433 SUCCESS  17
000100111   33   33   26   22   31   24   22   17 11.037375 0.199590 SUCCESS  18
000101001   33   27   20   21   21   18   23   29  7.934014 0.439942 SUCCESS  19
000101011   32   22   22   25   18   27   21   21  5.950723 0.652752 SUCCESS  20
000101101   23   24   27   23   39   30   23   25 10.919543 0.206300 SUCCESS  21
000101111   26   32   20   22   18   26   25   21  5.967934 0.650824 SUCCESS  22
000110011   21   29   26   17   26   26   27   26  4.426845 0.816707 SUCCESS  23
000110101   26   28   22   33   20   26   26   29  5.970582 0.650527 SUCCESS  24
000110111   22   22   18   20   24   21   30   22  5.110670 0.745685 SUCCESS  25
000111001   23   27   24   18   27   25   22   24  2.663331 0.953679 SUCCESS  26
000111011   22   24   25   23   31   23   21   28  3.316705 0.912940 SUCCESS  27
000111101   24   20   31   26   19   20   22   23  5.162305 0.740096 SUCCESS  28
000111111   28   21   31   15   26   23   16   25  9.822642 0.277695 SUCCESS  29
001000011   22   16   17   21   28   30   25   24  7.941296 0.439225 SUCCESS  30
001000101   21   20   25   28   25   24   26   26  2.113226 0.977342 SUCCESS  31
001000111   18   25   16   23   26   16   32   25 10.381353 0.239273 SUCCESS  32
001001011   24   12   29   31   21   20   19   21 12.295799 0.138486 SUCCESS  33
001001101   18   23   20   21   26   26   20   19  5.397969 0.714316 SUCCESS  34
001001111   27   32   23   22   26   22   20   24  4.240167 0.834831 SUCCESS  35
001010011   20   31   21   18   22   25   26   32  7.705631 0.462740 SUCCESS  36
001010101   29   28   29   20   27   31   29   26  6.302234 0.613417 SUCCESS  37
001010111   27   20   23   25   17   29   22   22  4.908104 0.767351 SUCCESS  38
001011011   24   23   35   26   33   28   28   27  9.480399 0.303403 SUCCESS  39
001011101   29   12   21   22   17   21   24   24 10.964558 0.203716 SUCCESS  40
001011111   30   29   14   27   23   30   31   22 10.596497 0.225627 SUCCESS  41
001100101   23   28   18   23   26   27   23   30  4.257378 0.833187 SUCCESS  42
001100111   22   29   22   19   17   26   26   27  5.442322 0.709422 SUCCESS  43
001101011   29   26   25   32   20   24   26   26  4.512902 0.808141 SUCCESS  44
001101101   29   26   35   24   24   17   26   20  9.028267 0.339917 SUCCESS  45
001101111   14   24   23   22   25   23   25   30  6.357178 0.607289 SUCCESS  46
001110101   24   22   21   29   30   30   27   20  5.401941 0.713878 SUCCESS  47
001110111   31   22   27   20   25   25   30   19  5.791185 0.670609 SUCCESS  48
001111011   21   23   22   22   23   26   19   23  2.568668 0.958452 SUCCESS  49
001111101   22   28   18   19   26   25   26   33  7.129709 0.522705 SUCCESS  50
001111111   22   23   36   18   28   25   18   32 12.510942 0.129821 SUCCESS  51
010000011   14   19   40   21   28   23   24   25 17.271901 0.027399 SUCCESS  52
010000111   21   17   23   17   20   27   24   18  8.057804 0.427844 SUCCESS  53
010001011   16   27   26   28   26   23   22   26  4.477156 0.811714 SUCCESS  54
010001111   26   23   20   22   29   17   28   26  5.129206 0.743681 SUCCESS  55
010010011   30   30   32   28   16   21   19   21 10.857979 0.209877 SUCCESS  56
010010111   40   15   29   30   21   26   26   23 17.070659 0.029382 SUCCESS  57
010011011   14   22   30   13   29   23   25   23 12.736677 0.121237 SUCCESS  58
010011111   22   29   25   18   22   25   19   33  7.518953 0.481810 SUCCESS  59
010100011   22   25   21   20   27   21   19   17  5.897764 0.658683 SUCCESS  60
010100111   17   26   19   21   20   28   26   29  6.526645 0.588454 SUCCESS  61
010101011   23   23   26   27   30   29   22   23  3.114139 0.926992 SUCCESS  62
010101111   33   18   15   20   16   31   17   25 16.599992 0.034555 SUCCESS  63
010110011   23   27   22   19   24   24   27   18  3.882698 0.867549 SUCCESS  64
010110111   26   26   26   21   27   29   20   33  5.953371 0.652455 SUCCESS  65
010111011   24   22   28   30   18   20   33   23  7.900915 0.443209 SUCCESS  66
010111111   25   27   19   30   17   28   24   26  5.850102 0.664018 SUCCESS  67
011000111   19   17   18   35   22   25   28   32 13.306642 0.101726 SUCCESS  68
011001111   24   23   29   20   24   25   28   22  2.621626 0.955818 SUCCESS  69
011010111   28   29   24   35   22   15   24   22 10.451523 0.234753 SUCCESS  70
011011111   16   27   27   24   21   25   31   33  9.054084 0.337754 SUCCESS  71
011101111   29   23   24   22   25   24   31   26  3.207478 0.920670 SUCCESS  72
011111111   12   25   30   23   23   26   25   31  9.993433 0.265487 SUCCESS  73
100000000   22   25   26   26   25   23   12   26  7.195907 0.515651 SUCCESS  74
100010000   18   21   24   19   34   29   28   31 10.664019 0.221473 SUCCESS  75
100100000   23   28   24   24   26   21   12   23  7.839351 0.449318 SUCCESS  76
100101000   26   23   25   18   23   24   26   17  4.458620 0.813559 SUCCESS  77
100110000   33   29   41   26   27   31   22   22 18.437648 0.018174 SUCCESS  78
100111000   20   34   17   21   28   22   30   15 13.398657 0.098849 SUCCESS  79
101000000   19   20   19   21   25   23   22   21  4.609552 0.798375 SUCCESS  80
101000100   22   29   20   26   28   22   28   21  3.901233 0.865923 SUCCESS  81
101001000   24   32   23   32   23   24   17   26  7.503065 0.483451 SUCCESS  82
101001100   25   34   31   19   25   24   27   29  8.208074 0.413413 SUCCESS  83
101010000   27   22   35   24   27   20   28   16  9.943123 0.269041 SUCCESS  84
101010100   28   31   25   25   23   35   34   20 11.996584 0.151356 SUCCESS  85
101011000   27   21   28   23   24   22   28   24  2.215171 0.973694 SUCCESS  86
101011100   32   23   25   27   23   22   31   21  5.495280 0.703563 SUCCESS  87
101100000   20   25   21   18   30   24   28   24  4.951133 0.762786 SUCCESS  88
101100100   28   18   29   24   29   25   19   23  5.417829 0.712126 SUCCESS  89
101101000   19   26   19   22   20   22   22   22  4.372563 0.822043 SUCCESS  90
101101100   24   23   27   36   32   25   25   31 10.403861 0.237816 SUCCESS  91
101110000   32   27   33   30   29   20   23   17 11.317393 0.184356 SUCCESS  92
101110100   36   23   21   22   21   19   25   23  8.340470 0.400938 SUCCESS  93
101111000   26   30   25   14   29   30   18   24 10.002039 0.264883 SUCCESS  94
101111100   30   25   16   18   19   28   30   22  9.424793 0.307737 SUCCESS  95
110000000   18   29   30   23   27   24   18   27  6.358502 0.607142 SUCCESS  96
110000010   31   19   18   25   23   23   36   25 10.714329 0.218417 SUCCESS  97
110000100   24   27   26   22   33   20   24   19  5.841496 0.664981 SUCCESS  98
110001000   22   23   24   27   33   27   25   31  5.903060 0.658090 SUCCESS  99
110001010   24   23   35   28   21   29   21   15 11.018840 0.200634 SUCCESS 100
110010000   28   21   20   25   25   27   16   28  5.713734 0.679262 SUCCESS 101
110010010   22   21   28   23   17   15   23   21  7.998888 0.433579 SUCCESS 102
110010100   25   24   24   18   18   28   17   22  6.610054 0.579228 SUCCESS 103
110011000   34   23   27   25   25   25   28   29  5.768016 0.673199 SUCCESS 104
110011010   17   20   16   17   28   23   29   25  9.990785 0.265673 SUCCESS 105
110100000   10   17   22   25   26   16   13   27 20.249486 0.009432 FAILURE 106
110100010   26   35   23   21   24   19   25   21  7.188625 0.516425 SUCCESS 107
110100100   34   39   23   35   18   22   13   23 25.348717 0.001356 FAILURE 108
110101000   20   19   17   21   33   21   25   22  8.745601 0.364209 SUCCESS 109
110101010   22   26   22   32   26   33   27   17  8.893223 0.351384 SUCCESS 110
110101100   29   16   21   26   19   27   26   19  7.348162 0.499576 SUCCESS 111
110110000   24   26   23   28   32   25   25   27  3.513313 0.898154 SUCCESS 112
110110010   29   15   24   24   24   25   25   23  4.773061 0.781533 SUCCESS 113
110110100   21   25   30   22   24   18   31   17  7.984325 0.435003 SUCCESS 114
110111000   31   25   32   27   33   22   22   23  8.301413 0.404595 SUCCESS 115
110111010   27   28   26   25   19   17   27   20  5.620395 0.689668 SUCCESS 116
110111100   28   23   19   17   31   29   18   30  9.993433 0.265487 SUCCESS 117
111000000   27   30   25   32   27   20   24   21  5.681959 0.682808 SUCCESS 118
111000010   20   35   25   19   28   21   22   21  8.603276 0.376860 SUCCESS 119
111000100   26   23   23   19   26   29   23   25  2.613020 0.956252 SUCCESS 120
111000110   30   27   22   24   24   27   23   33  5.377448 0.716577 SUCCESS 121
111001000   22   24   16   17   16   18   22   29 11.421324 0.178950 SUCCESS 122
111001010   17   25   23   18   19   29   15   23 10.108618 0.257485 SUCCESS 123
111001100   29   19   24   25   21   23   21   30  4.544677 0.804947 SUCCESS 124
111010000   19   16   18   30   21   20   23   29  9.575724 0.296075 SUCCESS 125
111010010   29   37   30   28   13   19   15   28 20.534800 0.008491 FAILURE 126
111010100   16   23   23   29   28   25   29   22  5.756763 0.674457 SUCCESS 127
111010110   29   26   25   21   25   24   24   27  1.825926 0.985891 SUCCESS 128
111011000   18   28   17   34   27   27   29   21 10.468735 0.233655 SUCCESS 129
111011010   21   25   19   21   28   15   24   29  7.424290 0.491621 SUCCESS 130
111011100   22   21   35   25   20   19   16   30 11.882062 0.156544 SUCCESS 131
111100000   24   24   17   30   17   30   30   33 11.774159 0.161568 SUCCESS 132
111100010   24   25   31   20   26   30   23   20  5.028585 0.754517 SUCCESS 133
111100100   21   19   20   19   16   17   21   22  9.818671 0.277984 SUCCESS 134
111100110   29   17   20   25   23   25   23   24  4.238843 0.834957 SUCCESS 135
111101000   26   25   27   28   24   20   27   29  2.970490 0.936196 SUCCESS 136
111101010   29   28   19   14   26   24   22   21  8.110763 0.422726 SUCCESS 137
111101100   17   24   22   25   22   27   24   20  3.941614 0.862352 SUCCESS 138
111101110   23   25   26   27   22   16   16   27  7.000623 0.536566 SUCCESS 139
111110000   24   28   22   26   20   23   30   30  4.469874 0.812440 SUCCESS 140
111110010   28   25   18   24   18   27   25   16  7.330950 0.501383 SUCCESS 141
111110100   22   37   28   26   21   23   25   38 16.055182 0.041597 SUCCESS 142
111110110   26   29   26   26   24   24   29   26  2.242312 0.972667 SUCCESS 143
111111000   19   22   30   22   22   28   27   27  4.418239 0.817556 SUCCESS 144
111111010   20   29   31   22   20   20   29   27  6.629914 0.577036 SUCCESS 145
111111100   21   21   26   24   25   29   24   32  4.461268 0.813295 SUCCESS 146
111111110   12   25   30   23   23   26   25   31  9.993433 0.265487 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   22   23   26   24   28   26   13   24  6.611378 0.579082 SUCCESS   0
000000011   29   25   30   23   33   29   19   21  8.080312 0.425665 SUCCESS   1
000000101   23   25   19   20   19   29   33   25  7.434219 0.490588 SUCCESS   2
000000111   25   25   28   20   29   15   30   20  8.188214 0.415304 SUCCESS   3
000001001   21   27   30   21   22   23   26   17  5.348983 0.719708 SUCCESS   4
000001011   16   25   18   21   21   26   34   22  9.974898 0.266792 SUCCESS   5
